judge,judge_key,answer_model,question_id,comparison,order,lp_A,lp_B,letter_mass,words_changed,words_reference
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q009,NONE_vs_CONTROL,chg_B,-0.119319,-2.369311,0.981070,228,262
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q009,SCREEN,chg_A,-0.087311,-2.837274,0.974978,248,262
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q009,SCREEN,chg_B,-0.101920,-2.601855,0.977237,248,262
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q009,AGE,chg_A,-0.082389,-2.957386,0.972869,244,262
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q009,AGE,chg_B,-0.141065,-2.266064,0.972153,244,262
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q009,ADHD,chg_A,-0.148006,-2.147998,0.979144,239,262
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q009,ADHD,chg_B,-0.051646,-3.426642,0.982161,239,262
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q010,IDENTITY,chg_A,-0.019147,-5.769147,0.984158,250,250
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q010,IDENTITY,chg_B,-0.019147,-5.769147,0.984158,250,250
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q010,NONE_vs_CONTROL,chg_A,-0.067265,-3.942264,0.954352,241,250
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q010,NONE_vs_CONTROL,chg_B,-0.037486,-4.162486,0.978776,241,250
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q010,SCREEN,chg_A,-0.071798,-3.446797,0.962567,252,250
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q010,SCREEN,chg_B,-0.018227,-5.268226,0.987091,252,250
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q010,AGE,chg_A,-0.029756,-5.654755,0.974183,236,250
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q010,AGE,chg_B,-0.112511,-2.612500,0.966939,236,250
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q010,ADHD,chg_A,-0.068896,-3.318896,0.969616,247,250
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q010,ADHD,chg_B,-0.044874,-6.919874,0.957106,247,250
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q011,IDENTITY,chg_A,-0.022415,-5.022415,0.984423,246,246
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q011,IDENTITY,chg_B,-0.022415,-5.022415,0.984423,246,246
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q011,NONE_vs_CONTROL,chg_A,-0.064728,-3.439727,0.969396,246,246
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q011,NONE_vs_CONTROL,chg_B,-0.039581,-4.414575,0.973292,246,246
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q011,SCREEN,chg_A,-0.054391,-3.554365,0.975662,240,246
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q011,SCREEN,chg_B,-0.032304,-4.782300,0.976589,240,246
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q011,AGE,chg_A,-0.066113,-3.691111,0.960970,249,246
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q011,AGE,chg_B,-0.053616,-3.553610,0.976418,249,246
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q011,ADHD,chg_A,-0.058179,-3.433176,0.975765,259,246
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q011,ADHD,chg_B,-0.022282,-6.647282,0.979262,259,246
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q012,IDENTITY,chg_A,-0.025095,-6.525094,0.976684,257,257
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q012,IDENTITY,chg_B,-0.025095,-6.525094,0.976684,257,257
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q012,NONE_vs_CONTROL,chg_A,-0.020619,-6.020618,0.982021,255,257
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q012,NONE_vs_CONTROL,chg_B,-0.023281,-5.148281,0.982797,255,257
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q012,SCREEN,chg_A,-0.068383,-2.943381,0.986590,262,257
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q012,SCREEN,chg_B,-0.030385,-5.030382,0.976608,262,257
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q012,AGE,chg_A,-0.112849,-2.612847,0.966611,252,257
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q012,AGE,chg_B,-0.011173,-5.886171,0.991667,252,257
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q012,ADHD,chg_A,-0.073370,-3.073364,0.975523,251,257
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q012,ADHD,chg_B,-0.054385,-4.554372,0.957589,251,257
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q013,IDENTITY,chg_A,-0.013926,-5.513925,0.990201,232,232
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q013,IDENTITY,chg_B,-0.013926,-5.513925,0.990201,232,232
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q013,NONE_vs_CONTROL,chg_A,-0.063609,-3.688605,0.963379,243,232
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q013,NONE_vs_CONTROL,chg_B,-0.044280,-3.669252,0.982182,243,232
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q013,SCREEN,chg_A,-0.065427,-3.440420,0.968718,235,232
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q013,SCREEN,chg_B,-0.081607,-2.831579,0.980554,235,232
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q013,AGE,chg_A,-0.062416,-3.937413,0.958991,228,232
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q013,AGE,chg_B,-0.034339,-3.909333,0.986297,228,232
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q013,ADHD,chg_A,-0.139916,-2.389901,0.961070,236,232
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q013,ADHD,chg_B,-0.096619,-2.721611,0.973671,236,232
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q014,IDENTITY,chg_A,-0.009750,-6.634750,0.991611,247,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q014,IDENTITY,chg_B,-0.009750,-6.634750,0.991611,247,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q014,NONE_vs_CONTROL,chg_A,-0.018208,-5.768205,0.985082,251,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q014,NONE_vs_CONTROL,chg_B,-0.090866,-2.590859,0.988096,251,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q014,SCREEN,chg_A,-0.043247,-4.168245,0.973154,248,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q014,SCREEN,chg_B,-0.052052,-3.427022,0.981763,248,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q014,AGE,chg_A,-0.039894,-3.789891,0.983489,254,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q014,AGE,chg_B,-0.053315,-4.303310,0.961605,254,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q014,ADHD,chg_A,-0.020527,-5.645526,0.983216,239,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q014,ADHD,chg_B,-0.142704,-2.142606,0.984359,239,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q015,IDENTITY,chg_A,-0.021520,-5.396518,0.983243,242,242
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q015,IDENTITY,chg_B,-0.021520,-5.396518,0.983243,242,242
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q015,NONE_vs_CONTROL,chg_A,-0.087938,-3.087890,0.961415,237,242
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q015,NONE_vs_CONTROL,chg_B,-0.081008,-3.330977,0.957945,237,242
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q015,SCREEN,chg_A,-0.243095,-1.618034,0.982486,225,242
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q015,SCREEN,chg_B,-0.053355,-3.803338,0.970340,225,242
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q015,AGE,chg_A,-0.119115,-2.369079,0.981272,246,242
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q015,AGE,chg_B,-0.069907,-3.569899,0.960639,246,242
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q015,ADHD,chg_A,-0.065010,-3.064951,0.983714,255,242
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q015,ADHD,chg_B,-0.095537,-2.720507,0.974726,255,242
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q016,IDENTITY,chg_A,-0.011560,-6.636560,0.989818,247,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q016,IDENTITY,chg_B,-0.011560,-6.636560,0.989818,247,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q016,NONE_vs_CONTROL,chg_A,-0.009885,-6.134885,0.992330,240,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q016,NONE_vs_CONTROL,chg_B,-0.013803,-6.388803,0.987972,240,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q016,SCREEN,chg_A,-0.031526,-4.031523,0.986713,251,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q016,SCREEN,chg_B,-0.023089,-4.398081,0.989477,251,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q016,AGE,chg_A,-0.013836,-5.388833,0.990827,244,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q016,AGE,chg_B,-0.061980,-3.061512,0.986719,244,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q016,ADHD,chg_A,-0.036708,-3.786706,0.986628,249,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q016,ADHD,chg_B,-0.053986,-5.053985,0.953829,249,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q017,IDENTITY,chg_A,-0.008153,-7.133153,0.992678,242,242
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q017,IDENTITY,chg_B,-0.008153,-7.133153,0.992678,242,242
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q017,NONE_vs_CONTROL,chg_A,-0.032555,-4.282554,0.981777,231,242
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q017,NONE_vs_CONTROL,chg_B,-0.047413,-3.797412,0.976123,231,242
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q017,SCREEN,chg_A,-0.030422,-3.905421,0.990168,248,242
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q017,SCREEN,chg_B,-0.022261,-6.772261,0.979130,248,242
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q017,AGE,chg_A,-0.040975,-3.790974,0.982427,237,242
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q017,AGE,chg_B,-0.022665,-6.772665,0.978734,237,242
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q017,ADHD,chg_A,-0.029188,-4.279187,0.985088,256,242
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q017,ADHD,chg_B,-0.017470,-5.517470,0.986698,256,242
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q018,IDENTITY,chg_A,-0.017976,-5.392975,0.986734,234,234
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q018,IDENTITY,chg_B,-0.017976,-5.392975,0.986734,234,234
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q018,NONE_vs_CONTROL,chg_A,-0.040790,-4.040789,0.977614,219,234
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q018,NONE_vs_CONTROL,chg_B,-0.099488,-2.599486,0.979613,219,234
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q018,SCREEN,chg_A,-0.258603,-1.633602,0.967354,240,234
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q018,SCREEN,chg_B,-0.056197,-3.306192,0.982009,240,234
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q018,AGE,chg_A,-0.044992,-3.544989,0.984874,230,234
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q018,AGE,chg_B,-0.109182,-2.484179,0.979961,230,234
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q018,ADHD,chg_A,-0.084120,-2.959113,0.971186,246,234
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q018,ADHD,chg_B,-0.130991,-2.255984,0.981996,246,234
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q019,IDENTITY,chg_A,-0.009250,-6.009249,0.993249,234,234
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q019,IDENTITY,chg_B,-0.009250,-6.009249,0.993249,234,234
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q019,NONE_vs_CONTROL,chg_A,-0.074256,-3.074251,0.974658,234,234
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q019,NONE_vs_CONTROL,chg_B,-0.062547,-3.187544,0.980642,234,234
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q019,SCREEN,chg_A,-0.148732,-2.148722,0.978433,241,234
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q019,SCREEN,chg_B,-0.132277,-2.382136,0.968451,241,234
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q019,AGE,chg_A,-0.106952,-2.606934,0.972329,222,234
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q019,AGE,chg_B,-0.044989,-3.669966,0.981486,222,234
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q019,ADHD,chg_A,-0.198445,-1.823428,0.981476,242,234
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q019,ADHD,chg_B,-0.041072,-3.666052,0.985338,242,234
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q020,IDENTITY,chg_A,-0.006983,-7.131983,0.993841,248,248
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q020,IDENTITY,chg_B,-0.006983,-7.131983,0.993841,248,248
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q020,NONE_vs_CONTROL,chg_A,-0.013894,-5.263893,0.991377,253,248
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q020,NONE_vs_CONTROL,chg_B,-0.009031,-5.634031,0.994584,253,248
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q020,SCREEN,chg_A,-0.100807,-2.600806,0.978321,239,248
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q020,SCREEN,chg_B,-0.020945,-6.270945,0.981163,239,248
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q020,AGE,chg_A,-0.097092,-2.597091,0.981962,239,248
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q020,AGE,chg_B,-0.028609,-5.528609,0.975767,239,248
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q020,ADHD,chg_A,-0.127518,-2.252516,0.985412,251,248
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q020,ADHD,chg_B,-0.040905,-6.290905,0.961773,251,248
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q021,IDENTITY,chg_A,-0.026609,-5.901608,0.976477,247,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q021,IDENTITY,chg_B,-0.026609,-5.901608,0.976477,247,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q021,NONE_vs_CONTROL,chg_A,-0.017084,-6.267084,0.984959,247,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q021,NONE_vs_CONTROL,chg_B,-0.031836,-4.656836,0.978162,247,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q021,SCREEN,chg_A,-0.117038,-2.617036,0.962570,242,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q021,SCREEN,chg_B,-0.032049,-4.782045,0.976838,242,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q021,AGE,chg_A,-0.069137,-3.319135,0.969383,246,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q021,AGE,chg_B,-0.050927,-3.550924,0.979046,246,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q021,ADHD,chg_A,-0.122083,-2.372074,0.978362,238,247
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q021,ADHD,chg_B,-0.113500,-2.613497,0.965982,238,247
