model,model_key,question,signal,profile,order,lp_A,lp_B
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,14,sig_A,-0.455043,-9.455043
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,14,sig_B,-0.455043,-9.455043
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,15,sig_A,-0.610852,-8.923352
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,15,sig_B,-0.610852,-8.923352
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,16,sig_A,-0.738627,-9.176127
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,16,sig_B,-0.738627,-9.176127
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,17,sig_A,-0.622593,-8.622593
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,17,sig_B,-0.622593,-8.622593
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,18,sig_A,-0.855847,-8.980847
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,18,sig_B,-0.855847,-8.980847
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,19,sig_A,-0.416793,-9.104293
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,19,sig_B,-0.416793,-9.104293
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,20,sig_A,-0.945970,-8.195970
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,20,sig_B,-0.945970,-8.195970
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,21,sig_A,-0.767931,-8.517931
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,21,sig_B,-0.767931,-8.517931
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,22,sig_A,-0.704767,-8.892267
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,22,sig_B,-0.704767,-8.892267
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,23,sig_A,-0.692104,-8.942104
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,23,sig_B,-0.692104,-8.942104
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,24,sig_A,-1.257410,-8.694910
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,24,sig_B,-1.257410,-8.694910
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,25,sig_A,-1.204863,-8.454864
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,25,sig_B,-1.204863,-8.454864
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,26,sig_A,-0.879187,-8.504188
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,26,sig_B,-0.879187,-8.504188
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,27,sig_A,-0.932363,-8.307363
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,27,sig_B,-0.932363,-8.307363
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,28,sig_A,-0.787652,-8.850152
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,28,sig_B,-0.787652,-8.850152
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,29,sig_A,-1.558466,-8.245966
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,29,sig_B,-1.558466,-8.245966
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,30,sig_A,-0.526816,-9.026816
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,30,sig_B,-0.526816,-9.026816
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,31,sig_A,-0.722389,-8.597389
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,31,sig_B,-0.722389,-8.597389
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,32,sig_A,-0.738356,-8.675856
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,32,sig_B,-0.738356,-8.675856
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,33,sig_A,-0.442487,-9.067487
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,33,sig_B,-0.442487,-9.067487
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,34,sig_A,-0.670383,-8.482883
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,34,sig_B,-0.670383,-8.482883
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,35,sig_A,-0.418514,-8.981014
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,35,sig_B,-0.418514,-8.981014
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,36,sig_A,-0.476406,-9.288906
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,36,sig_B,-0.476406,-9.288906
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,37,sig_A,-0.742599,-9.055099
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,37,sig_B,-0.742599,-9.055099
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,38,sig_A,-0.672199,-9.109698
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,38,sig_B,-0.672199,-9.109698
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,39,sig_A,-0.640285,-8.577785
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,39,sig_B,-0.640285,-8.577785
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,40,sig_A,-0.411922,-9.474422
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,40,sig_B,-0.411922,-9.474422
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,41,sig_A,-0.734469,-8.734468
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,41,sig_B,-0.734469,-8.734468
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,42,sig_A,-0.601705,-8.976706
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,42,sig_B,-0.601705,-8.976706
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,43,sig_A,-0.772361,-8.522361
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,43,sig_B,-0.772361,-8.522361
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,44,sig_A,-0.771657,-8.459157
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,44,sig_B,-0.771657,-8.459157
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,45,sig_A,-0.674760,-8.487261
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,45,sig_B,-0.674760,-8.487261
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,46,sig_A,-0.494532,-8.869533
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,46,sig_B,-0.494532,-8.869533
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,47,sig_A,-1.048178,-8.485678
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,47,sig_B,-1.048178,-8.485678
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,48,sig_A,-0.973035,-8.223035
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,48,sig_B,-0.973035,-8.223035
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,49,sig_A,-0.902548,-7.777548
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,49,sig_B,-0.902548,-7.777548
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,50,sig_A,-0.743893,-8.743894
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,50,sig_B,-0.743893,-8.743894
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,51,sig_A,-1.031620,-8.156620
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,51,sig_B,-1.031620,-8.156620
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,52,sig_A,-0.660384,-8.722883
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,52,sig_B,-0.660384,-8.722883
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,53,sig_A,-0.963348,-8.088348
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,53,sig_B,-0.963348,-8.088348
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,54,sig_A,-1.224345,-8.599344
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,54,sig_B,-1.224345,-8.599344
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,55,sig_A,-0.665965,-8.415965
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,55,sig_B,-0.665965,-8.415965
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,56,sig_A,-0.755768,-8.630769
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,56,sig_B,-0.755768,-8.630769
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,57,sig_A,-0.660875,-8.973374
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,57,sig_B,-0.660875,-8.973374
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,58,sig_A,-1.284113,-8.284113
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,58,sig_B,-1.284113,-8.284113
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,59,sig_A,-0.680456,-8.867956
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,59,sig_B,-0.680456,-8.867956
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,60,sig_A,-1.027347,-8.402347
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,60,sig_B,-1.027347,-8.402347
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,61,sig_A,-0.634779,-8.759779
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,61,sig_B,-0.634779,-8.759779
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,62,sig_A,-0.620164,-9.057664
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,62,sig_B,-0.620164,-9.057664
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,63,sig_A,-0.470330,-8.657830
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,63,sig_B,-0.470330,-8.657830
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,64,sig_A,-0.606938,-8.544438
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,64,sig_B,-0.606938,-8.544438
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,65,sig_A,-1.549469,-8.424469
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,65,sig_B,-1.549469,-8.424469
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,66,sig_A,-1.416937,-9.041937
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,66,sig_B,-1.416937,-9.041937
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,67,sig_A,-0.317485,-9.317485
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,67,sig_B,-0.317485,-9.317485
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,68,sig_A,-0.827335,-8.139834
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,68,sig_B,-0.827335,-8.139834
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,69,sig_A,-2.117484,-8.554984
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,69,sig_B,-2.117484,-8.554984
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,70,sig_A,-0.570641,-8.820641
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,70,sig_B,-0.570641,-8.820641
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,71,sig_A,-1.972207,-8.534707
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,71,sig_B,-1.972207,-8.534707
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,72,sig_A,-1.469825,-8.157325
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,72,sig_B,-1.469825,-8.157325
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,73,sig_A,-0.707392,-8.957392
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,73,sig_B,-0.707392,-8.957392
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,74,sig_A,-0.409555,-9.159554
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,74,sig_B,-0.409555,-9.159554
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,75,sig_A,-1.847312,-8.722312
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,75,sig_B,-1.847312,-8.722312
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,76,sig_A,-0.765129,-8.577629
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,76,sig_B,-0.765129,-8.577629
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,77,sig_A,-0.860907,-8.860907
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,77,sig_B,-0.860907,-8.860907
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,78,sig_A,-0.693468,-8.943468
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,78,sig_B,-0.693468,-8.943468
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,79,sig_A,-0.604533,-8.917033
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,79,sig_B,-0.604533,-8.917033
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,80,sig_A,-0.731321,-8.731321
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,80,sig_B,-0.731321,-8.731321
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,81,sig_A,-0.632718,-8.570218
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,81,sig_B,-0.632718,-8.570218
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,82,sig_A,-0.741109,-8.678609
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,82,sig_B,-0.741109,-8.678609
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,83,sig_A,-0.395706,-9.270706
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,83,sig_B,-0.395706,-9.270706
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,84,sig_A,-0.405857,-9.155857
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,84,sig_B,-0.405857,-9.155857
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,85,sig_A,-0.770010,-8.457510
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,85,sig_B,-0.770010,-8.457510
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,86,sig_A,-0.573106,-8.948106
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,86,sig_B,-0.573106,-8.948106
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,87,sig_A,-1.145828,-8.333328
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,87,sig_B,-1.145828,-8.333328
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,88,sig_A,-0.694562,-8.757062
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,88,sig_B,-0.694562,-8.757062
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,89,sig_A,-0.710373,-8.710373
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,89,sig_B,-0.710373,-8.710373
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,90,sig_A,-0.737635,-8.425136
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,90,sig_B,-0.737635,-8.425136
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,91,sig_A,-1.066069,-8.566070
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,91,sig_B,-1.066069,-8.566070
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,92,sig_A,-0.605364,-9.230365
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,92,sig_B,-0.605364,-9.230365
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,93,sig_A,-0.725878,-8.413378
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,93,sig_B,-0.725878,-8.413378
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,94,sig_A,-0.604038,-8.541538
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,94,sig_B,-0.604038,-8.541538
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,95,sig_A,-0.522819,-8.835320
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,95,sig_B,-0.522819,-8.835320
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,96,sig_A,-0.714234,-9.151734
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,96,sig_B,-0.714234,-9.151734
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,97,sig_A,-0.610049,-8.610048
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,97,sig_B,-0.610049,-8.610048
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,98,sig_A,-0.690261,-8.940261
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,98,sig_B,-0.690261,-8.940261
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,99,sig_A,-1.027665,-7.902665
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_ID,99,sig_B,-1.027665,-7.902665
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,0,sig_A,-0.730129,-5.230129
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,0,sig_B,-0.778957,-7.341457
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,1,sig_A,-0.750486,-4.187986
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,1,sig_B,-0.950040,-7.012540
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,2,sig_A,-0.179190,-8.429190
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,2,sig_B,-0.179808,-8.679809
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,3,sig_A,-0.497987,-5.122987
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,3,sig_B,-0.325056,-8.512555
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,4,sig_A,-0.704490,-4.141990
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,4,sig_B,-0.290970,-8.665970
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,5,sig_A,-1.436227,-5.498727
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,5,sig_B,-0.882363,-7.444863
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,6,sig_A,-1.660464,-3.472964
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,6,sig_B,-0.917455,-6.854955
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,7,sig_A,-1.113249,-3.800749
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,7,sig_B,-0.644216,-6.581716
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,8,sig_A,-0.519301,-5.519301
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,8,sig_B,-0.395506,-8.833006
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,9,sig_A,-0.832047,-5.269547
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,9,sig_B,-0.684048,-7.809048
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,10,sig_A,-1.131629,-5.131629
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,10,sig_B,-1.734309,-6.859309
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,11,sig_A,-0.308353,-4.495853
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,11,sig_B,-0.101332,-7.226332
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,12,sig_A,-0.698461,-5.198461
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,12,sig_B,-0.638217,-6.950717
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,13,sig_A,-0.551997,-6.051997
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,13,sig_B,-0.254895,-9.129894
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,14,sig_A,-0.502814,-5.252814
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,14,sig_B,-0.222982,-9.347982
mistralai/Mistral-7B-Instruct-v0.3,mistral,HIRE,CONTROL_PARA,15,sig_A,-0.528431,-4.778431
