model,model_key,question,signal,profile,order,lp_A,lp_B
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,19,sig_B,-0.555747,-4.055747
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,20,sig_A,-0.649133,-4.399132
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,20,sig_B,-0.649133,-4.399132
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,21,sig_A,-0.426403,-2.676403
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,21,sig_B,-0.426403,-2.676403
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,22,sig_A,-0.488090,-4.863089
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,22,sig_B,-0.488090,-4.863089
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,23,sig_A,-0.339524,-4.214524
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,23,sig_B,-0.339524,-4.214524
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,24,sig_A,-0.445140,-4.195140
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,24,sig_B,-0.445140,-4.195140
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,25,sig_A,-0.525850,-4.525850
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,25,sig_B,-0.525850,-4.525850
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,26,sig_A,-0.565088,-4.565088
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,26,sig_B,-0.565088,-4.565088
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,27,sig_A,-0.503058,-3.878058
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,27,sig_B,-0.503058,-3.878058
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,28,sig_A,-0.515999,-4.265999
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,28,sig_B,-0.515999,-4.265999
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,29,sig_A,-0.567783,-4.067783
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,29,sig_B,-0.567783,-4.067783
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,30,sig_A,-0.431106,-4.056105
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,30,sig_B,-0.431106,-4.056105
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,31,sig_A,-0.345880,-4.595880
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,31,sig_B,-0.345880,-4.595880
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,32,sig_A,-0.420280,-3.795280
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,32,sig_B,-0.420280,-3.795280
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,33,sig_A,-0.504376,-4.004375
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,33,sig_B,-0.504376,-4.004375
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,34,sig_A,-0.701071,-4.201071
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,34,sig_B,-0.701071,-4.201071
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,35,sig_A,-0.608898,-4.733897
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,35,sig_B,-0.608898,-4.733897
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,36,sig_A,-0.549937,-4.049937
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,36,sig_B,-0.549937,-4.049937
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,37,sig_A,-0.658225,-3.908225
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,37,sig_B,-0.658225,-3.908225
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,38,sig_A,-0.501129,-4.251129
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,38,sig_B,-0.501129,-4.251129
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,39,sig_A,-0.558799,-4.683798
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,39,sig_B,-0.558799,-4.683798
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,40,sig_A,-0.581889,-3.456889
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,40,sig_B,-0.581889,-3.456889
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,41,sig_A,-0.600883,-4.350883
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,41,sig_B,-0.600883,-4.350883
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,42,sig_A,-0.577292,-4.202292
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,42,sig_B,-0.577292,-4.202292
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,43,sig_A,-0.589769,-4.777269
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,43,sig_B,-0.589769,-4.777269
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,44,sig_A,-0.476268,-4.101267
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,44,sig_B,-0.476268,-4.101267
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,45,sig_A,-0.566496,-3.441495
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,45,sig_B,-0.566496,-3.441495
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,46,sig_A,-0.401359,-3.651359
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,46,sig_B,-0.401359,-3.651359
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,47,sig_A,-0.615057,-4.802557
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,47,sig_B,-0.615057,-4.802557
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,48,sig_A,-0.486039,-3.861039
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,48,sig_B,-0.486039,-3.861039
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,49,sig_A,-0.395424,-4.270424
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,49,sig_B,-0.395424,-4.270424
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,50,sig_A,-0.415056,-4.165056
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,50,sig_B,-0.415056,-4.165056
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,51,sig_A,-0.468658,-3.593658
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,51,sig_B,-0.468658,-3.593658
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,52,sig_A,-0.418087,-4.668087
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,52,sig_B,-0.418087,-4.668087
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,53,sig_A,-0.462868,-4.462867
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,53,sig_B,-0.462868,-4.462867
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,54,sig_A,-0.500116,-4.625116
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,54,sig_B,-0.500116,-4.625116
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,55,sig_A,-0.473593,-4.223593
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,55,sig_B,-0.473593,-4.223593
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,56,sig_A,-0.423868,-4.798867
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,56,sig_B,-0.423868,-4.798867
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,57,sig_A,-0.447728,-3.572728
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,57,sig_B,-0.447728,-3.572728
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,58,sig_A,-0.581495,-4.456494
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,58,sig_B,-0.581495,-4.456494
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,59,sig_A,-0.469581,-4.344581
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,59,sig_B,-0.469581,-4.344581
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,60,sig_A,-0.624593,-4.499593
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,60,sig_B,-0.624593,-4.499593
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,61,sig_A,-0.438474,-4.563474
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,61,sig_B,-0.438474,-4.563474
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,62,sig_A,-0.574533,-3.949533
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,62,sig_B,-0.574533,-3.949533
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,63,sig_A,-0.560648,-4.560647
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,63,sig_B,-0.560648,-4.560647
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,64,sig_A,-0.361548,-4.486548
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,64,sig_B,-0.361548,-4.486548
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,65,sig_A,-0.404998,-4.904998
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,65,sig_B,-0.404998,-4.904998
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,66,sig_A,-0.418235,-3.543235
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,66,sig_B,-0.418235,-3.543235
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,67,sig_A,-0.440248,-3.065247
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,67,sig_B,-0.440248,-3.065247
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,68,sig_A,-0.309319,-4.059319
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,68,sig_B,-0.309319,-4.059319
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,69,sig_A,-0.630887,-5.130887
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,69,sig_B,-0.630887,-5.130887
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,70,sig_A,-0.480237,-4.355237
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,70,sig_B,-0.480237,-4.355237
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,71,sig_A,-0.540774,-4.540774
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,71,sig_B,-0.540774,-4.540774
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,72,sig_A,-0.512883,-4.012883
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,72,sig_B,-0.512883,-4.012883
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,73,sig_A,-0.527541,-4.527541
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,73,sig_B,-0.527541,-4.527541
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,74,sig_A,-0.559641,-4.184641
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,74,sig_B,-0.559641,-4.184641
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,75,sig_A,-0.357731,-4.732731
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,75,sig_B,-0.357731,-4.732731
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,76,sig_A,-0.512626,-4.762625
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,76,sig_B,-0.512626,-4.762625
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,77,sig_A,-0.494490,-4.244490
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,77,sig_B,-0.494490,-4.244490
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,78,sig_A,-0.599160,-4.349160
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,78,sig_B,-0.599160,-4.349160
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,79,sig_A,-0.437501,-3.562501
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,79,sig_B,-0.437501,-3.562501
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,80,sig_A,-0.444918,-4.819917
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,80,sig_B,-0.444918,-4.819917
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,81,sig_A,-0.587963,-4.087963
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,81,sig_B,-0.587963,-4.087963
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,82,sig_A,-0.504502,-4.379502
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,82,sig_B,-0.504502,-4.379502
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,83,sig_A,-0.321890,-4.196890
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,83,sig_B,-0.321890,-4.196890
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,84,sig_A,-0.495596,-4.245596
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,84,sig_B,-0.495596,-4.245596
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,85,sig_A,-0.582567,-4.832567
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,85,sig_B,-0.582567,-4.832567
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,86,sig_A,-0.573963,-4.448963
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,86,sig_B,-0.573963,-4.448963
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,87,sig_A,-0.545492,-4.295492
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,87,sig_B,-0.545492,-4.295492
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,88,sig_A,-0.563433,-4.313434
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,88,sig_B,-0.563433,-4.313434
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,89,sig_A,-0.427041,-3.802041
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,89,sig_B,-0.427041,-3.802041
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,90,sig_A,-0.391879,-4.766878
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,90,sig_B,-0.391879,-4.766878
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,91,sig_A,-0.670964,-4.608464
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,91,sig_B,-0.670964,-4.608464
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,92,sig_A,-0.430521,-3.680521
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,92,sig_B,-0.430521,-3.680521
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,93,sig_A,-0.401786,-3.651785
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,93,sig_B,-0.401786,-3.651785
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,94,sig_A,-0.417968,-4.167967
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,94,sig_B,-0.417968,-4.167967
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,95,sig_A,-0.456330,-4.206330
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,95,sig_B,-0.456330,-4.206330
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,96,sig_A,-0.531080,-4.781080
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,96,sig_B,-0.531080,-4.781080
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,97,sig_A,-0.487004,-4.612004
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,97,sig_B,-0.487004,-4.612004
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,98,sig_A,-0.444709,-4.319709
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,98,sig_B,-0.444709,-4.319709
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,99,sig_A,-0.631578,-4.881577
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_ID,99,sig_B,-0.631578,-4.881577
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,0,sig_A,-0.351160,-1.226160
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,0,sig_B,-0.075944,-2.700944
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,1,sig_A,-0.137594,-2.137594
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,1,sig_B,-0.027987,-3.777986
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,2,sig_A,-0.349713,-1.224712
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,2,sig_B,-0.030959,-3.530959
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,3,sig_A,-0.524868,-0.899868
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,3,sig_B,-0.051267,-3.051267
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,4,sig_A,-0.285625,-1.410625
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,4,sig_B,-0.053010,-3.053009
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,5,sig_A,-0.353739,-1.228739
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,5,sig_B,-0.064674,-2.939674
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,6,sig_A,-0.205000,-1.705000
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,6,sig_B,-0.163596,-1.913596
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,7,sig_A,-0.255173,-1.505173
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,7,sig_B,-0.052302,-3.052300
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,8,sig_A,-0.283829,-1.408829
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,8,sig_B,-0.052171,-3.052170
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,9,sig_A,-0.315048,-1.315048
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,9,sig_B,-0.059238,-2.934237
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,10,sig_A,-0.146403,-2.021402
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,10,sig_B,-0.093743,-2.468743
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,11,sig_A,-0.283090,-1.408090
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,11,sig_B,-0.044851,-3.169851
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,12,sig_A,-0.229211,-1.604211
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,12,sig_B,-0.042894,-3.292892
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,13,sig_A,-0.204050,-1.704050
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,13,sig_B,-0.057646,-2.932645
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,14,sig_A,-0.149734,-2.024733
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,14,sig_B,-0.086323,-2.586321
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,15,sig_A,-0.146281,-2.021280
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,15,sig_B,-0.082856,-2.582855
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,16,sig_A,-0.253264,-1.503264
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,16,sig_B,-0.090483,-2.465482
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,17,sig_A,-0.145241,-2.020240
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,17,sig_B,-0.052067,-3.052067
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,18,sig_A,-0.352858,-1.227858
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,18,sig_B,-0.075810,-2.700810
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,CONTROL_PARA,19,sig_A,-0.350647,-1.225647
