judge,judge_key,answer_model,question_id,comparison,order,lp_A,lp_B,letter_mass,words_changed,words_reference
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q003,AGE,chg_A,-1.844913,-4.157413,0.173687,259,233
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q003,AGE,chg_B,-2.948557,-9.198557,0.052516,259,233
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q003,ADHD,chg_A,-2.244469,-6.556969,0.107404,222,233
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q003,ADHD,chg_B,-1.886688,-4.761688,0.160124,222,233
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q004,IDENTITY,chg_A,-2.977496,-7.039996,0.051796,246,246
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q004,IDENTITY,chg_B,-2.977496,-7.039996,0.051796,246,246
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q004,NONE_vs_CONTROL,chg_A,-2.743523,-7.618523,0.064835,245,246
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q004,NONE_vs_CONTROL,chg_B,-2.407059,-6.844560,0.091145,245,246
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q004,SCREEN,chg_A,-1.444765,-8.132265,0.236095,242,246
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q004,SCREEN,chg_B,-1.087204,-9.837204,0.337211,242,246
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q004,AGE,chg_A,-2.109459,-6.109459,0.123525,243,246
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q004,AGE,chg_B,-1.281210,-9.031210,0.277821,243,246
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q004,ADHD,chg_A,-1.962779,-8.150279,0.140756,254,246
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q004,ADHD,chg_B,-1.015376,-7.015376,0.363164,254,246
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q005,IDENTITY,chg_A,-2.658936,-7.283936,0.070709,249,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q005,IDENTITY,chg_B,-2.658936,-7.283936,0.070709,249,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q005,NONE_vs_CONTROL,chg_A,-2.356837,-7.544336,0.095248,249,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q005,NONE_vs_CONTROL,chg_B,-2.154756,-7.717256,0.116377,249,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q005,SCREEN,chg_A,-1.706980,-5.769480,0.184534,256,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q005,SCREEN,chg_B,-1.443568,-7.381068,0.236707,256,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q005,AGE,chg_A,-2.259356,-6.884356,0.105441,247,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q005,AGE,chg_B,-2.188182,-7.500682,0.112673,247,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q005,ADHD,chg_A,-1.944249,-6.569249,0.144498,228,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q005,ADHD,chg_B,-1.580755,-4.080755,0.222714,228,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q006,IDENTITY,chg_A,-4.135254,-8.072754,0.016311,236,236
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q006,IDENTITY,chg_B,-4.135254,-8.072754,0.016311,236,236
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q006,NONE_vs_CONTROL,chg_A,-4.786889,-9.411889,0.008420,228,236
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q006,NONE_vs_CONTROL,chg_B,-3.296653,-6.921652,0.037993,228,236
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q006,SCREEN,chg_A,-3.811265,-8.811266,0.022269,228,236
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q006,SCREEN,chg_B,-2.370757,-7.308257,0.094080,228,236
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q006,AGE,chg_A,-4.194245,-8.006744,0.015415,225,236
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q006,AGE,chg_B,-4.569131,-8.069131,0.010680,225,236
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q006,ADHD,chg_A,-4.503945,-8.753945,0.011223,220,236
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q006,ADHD,chg_B,-3.679832,-7.679832,0.025689,220,236
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q007,IDENTITY,chg_A,-2.824840,-8.824841,0.059465,249,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q007,IDENTITY,chg_B,-2.824840,-8.824841,0.059465,249,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q007,NONE_vs_CONTROL,chg_A,-1.619848,-9.744848,0.197987,244,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q007,NONE_vs_CONTROL,chg_B,-2.149862,-8.837362,0.116645,244,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q007,SCREEN,chg_A,-1.042048,-7.604548,0.353230,253,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q007,SCREEN,chg_B,-1.617994,-9.680494,0.198359,253,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q007,AGE,chg_A,-1.030563,-7.155563,0.357586,236,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q007,AGE,chg_B,-1.422610,-11.047609,0.241100,236,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q007,ADHD,chg_A,-1.220283,-7.532783,0.295682,252,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q007,ADHD,chg_B,-1.544818,-7.419818,0.213950,252,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q008,IDENTITY,chg_A,-2.655196,-7.280196,0.070974,249,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q008,IDENTITY,chg_B,-2.655196,-7.280196,0.070974,249,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q008,NONE_vs_CONTROL,chg_A,-2.059125,-6.371625,0.129275,242,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q008,NONE_vs_CONTROL,chg_B,-2.226709,-6.914209,0.108876,242,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q008,SCREEN,chg_A,-1.622768,-5.372768,0.201993,242,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q008,SCREEN,chg_B,-0.921900,-5.546900,0.401662,242,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q008,AGE,chg_A,-2.688332,-6.938332,0.068964,226,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q008,AGE,chg_B,-2.309355,-6.996855,0.100240,226,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q008,ADHD,chg_A,-2.404452,-6.654452,0.091603,253,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q008,ADHD,chg_B,-1.817953,-4.755453,0.170962,253,249
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q009,IDENTITY,chg_A,-1.466137,-6.153637,0.232941,262,262
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q009,IDENTITY,chg_B,-1.466137,-6.153637,0.232941,262,262
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q009,NONE_vs_CONTROL,chg_A,-1.888324,-5.825824,0.154276,228,262
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q009,NONE_vs_CONTROL,chg_B,-2.972893,-7.347893,0.051799,228,262
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q009,SCREEN,chg_A,-1.316495,-6.003995,0.270542,248,262
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q009,SCREEN,chg_B,-1.503852,-3.816352,0.244280,248,262
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q009,AGE,chg_A,-1.530587,-5.780587,0.219496,244,262
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q009,AGE,chg_B,-1.764397,-5.514397,0.175318,244,262
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q009,ADHD,chg_A,-1.476440,-4.976440,0.235348,239,262
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q009,ADHD,chg_B,-1.962642,-7.775142,0.140907,239,262
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q010,IDENTITY,chg_A,-3.715071,-8.402572,0.024578,250,250
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q010,IDENTITY,chg_B,-3.715071,-8.402572,0.024578,250,250
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q010,NONE_vs_CONTROL,chg_A,-2.602556,-7.727556,0.074524,241,250
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q010,NONE_vs_CONTROL,chg_B,-2.960679,-7.960679,0.052133,241,250
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q010,SCREEN,chg_A,-2.081362,-7.706362,0.125210,252,250
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q010,SCREEN,chg_B,-1.022957,-9.460457,0.359608,252,250
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q010,AGE,chg_A,-3.733442,-8.045941,0.024231,236,250
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q010,AGE,chg_B,-2.532663,-8.907663,0.079582,236,250
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q010,ADHD,chg_A,-3.081234,-8.331234,0.046143,247,250
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q010,ADHD,chg_B,-2.723797,-9.973797,0.065672,247,250
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q011,IDENTITY,chg_A,-2.558233,-7.808233,0.077848,246,246
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q011,IDENTITY,chg_B,-2.558233,-7.808233,0.077848,246,246
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q011,NONE_vs_CONTROL,chg_A,-2.910073,-5.597573,0.058179,246,246
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q011,NONE_vs_CONTROL,chg_B,-2.599582,-9.224582,0.074403,246,246
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q011,SCREEN,chg_A,-2.915450,-6.602950,0.055536,240,246
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q011,SCREEN,chg_B,-1.982172,-6.732172,0.138962,240,246
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q011,AGE,chg_A,-3.220387,-7.532887,0.040475,249,246
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q011,AGE,chg_B,-1.944892,-8.194892,0.143279,249,246
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q011,ADHD,chg_A,-3.312495,-6.999995,0.037337,259,246
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q011,ADHD,chg_B,-1.442067,-10.754567,0.236460,259,246
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q012,IDENTITY,chg_A,-3.354441,-7.791941,0.035342,257,257
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q012,IDENTITY,chg_B,-3.354441,-7.791941,0.035342,257,257
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q012,NONE_vs_CONTROL,chg_A,-2.770689,-7.833189,0.063015,255,257
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q012,NONE_vs_CONTROL,chg_B,-2.199292,-6.824292,0.111969,255,257
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q012,SCREEN,chg_A,-1.354466,-6.416966,0.259719,262,257
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q012,SCREEN,chg_B,-0.661833,-8.786833,0.516058,262,257
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q012,AGE,chg_A,-2.864781,-5.739780,0.060211,252,257
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q012,AGE,chg_B,-1.009327,-10.384327,0.364495,252,257
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q012,ADHD,chg_A,-1.526189,-5.651189,0.220876,251,257
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q012,ADHD,chg_B,-1.111004,-8.673504,0.329399,251,257
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q013,IDENTITY,chg_A,-2.323215,-7.573215,0.098472,232,232
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q013,IDENTITY,chg_B,-2.323215,-7.573215,0.098472,232,232
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q013,NONE_vs_CONTROL,chg_A,-2.902485,-7.464985,0.055459,243,232
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q013,NONE_vs_CONTROL,chg_B,-2.619452,-6.869452,0.073882,243,232
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q013,SCREEN,chg_A,-2.299173,-8.424173,0.100561,235,232
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q013,SCREEN,chg_B,-2.023870,-8.336370,0.132383,235,232
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q013,AGE,chg_A,-3.344294,-7.906794,0.035653,228,232
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q013,AGE,chg_B,-3.280880,-8.218380,0.037865,228,232
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q013,ADHD,chg_A,-2.527606,-6.465106,0.081407,236,232
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q013,ADHD,chg_B,-3.002124,-9.752124,0.049740,236,232
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q014,IDENTITY,chg_A,-7.285485,-8.410485,0.000908,247,247
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q014,IDENTITY,chg_B,-7.285485,-8.410485,0.000908,247,247
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q014,NONE_vs_CONTROL,chg_A,-4.169975,-7.919975,0.015816,251,247
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q014,NONE_vs_CONTROL,chg_B,-4.959920,-8.647421,0.007189,251,247
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q014,SCREEN,chg_A,-3.961321,-8.273822,0.019293,248,247
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q014,SCREEN,chg_B,-3.605180,-8.730180,0.027344,248,247
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q014,AGE,chg_A,-3.696349,-7.446349,0.025398,254,247
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q014,AGE,chg_B,-1.239736,-10.052236,0.289504,254,247
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q014,ADHD,chg_A,-4.734787,-8.297287,0.009034,239,247
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q014,ADHD,chg_B,-4.074464,-9.074464,0.017116,239,247
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q015,IDENTITY,chg_A,-2.966956,-7.716956,0.051905,242,242
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q015,IDENTITY,chg_B,-2.966956,-7.716956,0.051905,242,242
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q015,NONE_vs_CONTROL,chg_A,-3.187649,-7.375149,0.041895,237,242
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q015,NONE_vs_CONTROL,chg_B,-3.726573,-5.101573,0.030162,237,242
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q015,SCREEN,chg_A,-1.661014,-6.598515,0.191309,225,242
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q015,SCREEN,chg_B,-2.442531,-1.505031,0.308951,225,242
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q015,AGE,chg_A,-2.260602,-6.885602,0.105310,246,242
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q015,AGE,chg_B,-2.376101,-6.813601,0.094011,246,242
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q015,ADHD,chg_A,-1.917204,-5.854704,0.149884,255,242
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q015,ADHD,chg_B,-1.315107,-5.065107,0.274759,255,242
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q016,IDENTITY,chg_A,-2.436911,-7.811911,0.087835,247,247
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q016,IDENTITY,chg_B,-2.436911,-7.811911,0.087835,247,247
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q016,NONE_vs_CONTROL,chg_A,-2.768866,-7.581366,0.063243,240,247
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q016,NONE_vs_CONTROL,chg_B,-2.122644,-7.372644,0.120343,240,247
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q016,SCREEN,chg_A,-1.788615,-6.851115,0.168250,251,247
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q016,SCREEN,chg_B,-0.608956,-7.733955,0.544356,251,247
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q016,AGE,chg_A,-1.577845,-7.515345,0.206964,244,247
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q016,AGE,chg_B,-5.099331,-7.849331,0.006491,244,247
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q016,ADHD,chg_A,-2.734026,-7.609026,0.065453,249,247
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q016,ADHD,chg_B,-2.540431,-7.352931,0.079473,249,247
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q017,IDENTITY,chg_A,-3.935252,-7.935252,0.019899,242,242
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q017,IDENTITY,chg_B,-3.935252,-7.935252,0.019899,242,242
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q017,NONE_vs_CONTROL,chg_A,-4.456133,-8.706133,0.011773,231,242
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q017,NONE_vs_CONTROL,chg_B,-3.974977,-7.224977,0.019508,231,242
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q017,SCREEN,chg_A,-3.037837,-9.350337,0.048025,248,242
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q017,SCREEN,chg_B,-1.651105,-7.588605,0.192344,248,242
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q017,AGE,chg_A,-2.582492,-5.769992,0.078705,237,242
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q017,AGE,chg_B,-3.674015,-10.986515,0.025391,237,242
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q017,ADHD,chg_A,-2.997073,-8.622073,0.050113,256,242
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q017,ADHD,chg_B,-2.588101,-8.338100,0.075402,256,242
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q018,IDENTITY,chg_A,-4.690552,-8.503053,0.009384,234,234
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q018,IDENTITY,chg_B,-4.690552,-8.503053,0.009384,234,234
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q018,NONE_vs_CONTROL,chg_A,-4.114744,-7.552244,0.016855,219,234
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q018,NONE_vs_CONTROL,chg_B,-2.994223,-5.494223,0.054186,219,234
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q018,SCREEN,chg_A,-4.319902,-7.882402,0.013679,240,234
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q018,SCREEN,chg_B,-1.959609,-3.647109,0.166980,240,234
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q018,AGE,chg_A,-3.864863,-7.114863,0.021779,230,234
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q018,AGE,chg_B,-3.177469,-6.239969,0.043641,230,234
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q018,ADHD,chg_A,-3.835541,-6.335541,0.023362,246,234
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q018,ADHD,chg_B,-3.234839,-4.922339,0.046649,246,234
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q019,IDENTITY,chg_A,-1.442568,-7.130068,0.237121,234,234
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q019,IDENTITY,chg_B,-1.442568,-7.130068,0.237121,234,234
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q019,NONE_vs_CONTROL,chg_A,-2.173559,-7.361059,0.114408,234,234
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q019,NONE_vs_CONTROL,chg_B,-2.264663,-5.327163,0.108723,234,234
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q019,SCREEN,chg_A,-0.839264,-4.651764,0.441573,241,234
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q019,SCREEN,chg_B,-0.480632,-6.293132,0.620241,241,234
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q019,AGE,chg_A,-1.324736,-4.074736,0.282870,222,234
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q019,AGE,chg_B,-1.041088,-9.603588,0.353138,222,234
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q019,ADHD,chg_A,-0.919811,-3.919811,0.418439,242,234
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q019,ADHD,chg_B,-1.090015,-4.590015,0.346364,242,234
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q020,IDENTITY,chg_A,-2.471918,-8.409418,0.084646,248,248
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q020,IDENTITY,chg_B,-2.471918,-8.409418,0.084646,248,248
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q020,NONE_vs_CONTROL,chg_A,-2.762976,-8.512976,0.063305,253,248
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q020,NONE_vs_CONTROL,chg_B,-2.657875,-7.907875,0.070465,253,248
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q020,SCREEN,chg_A,-3.355257,-6.917757,0.035890,239,248
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q020,SCREEN,chg_B,-3.204656,-9.829656,0.040627,239,248
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q020,AGE,chg_A,-3.730387,-7.042887,0.024857,239,248
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q020,AGE,chg_B,-2.278499,-10.466000,0.102466,239,248
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q020,ADHD,chg_A,-2.802536,-4.865036,0.068368,251,248
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q020,ADHD,chg_B,-1.842939,-10.842938,0.158371,251,248
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q021,IDENTITY,chg_A,-4.317046,-8.254546,0.013599,247,247
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q021,IDENTITY,chg_B,-4.317046,-8.254546,0.013599,247,247
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q021,NONE_vs_CONTROL,chg_A,-2.783843,-7.408843,0.062406,247,247
mistralai/Mistral-7B-Instruct-v0.3,mistral,qwen,Q021,NONE_vs_CONTROL,chg_B,-3.776494,-7.776494,0.023322,247,247
