model,model_key,prompt_id,signal,profile,trait,logprob
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,3,trustworthy,-12.367027
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,3,suspicious,-12.038902
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,4,intelligent,-8.006401
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,4,stupid,-14.240776
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,4,hardworking,-4.146891
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,4,lazy,-10.475151
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,4,polite,-10.037651
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,4,rude,-10.881401
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,4,calm,-10.287651
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,4,aggressive,-9.568901
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,4,educated,-10.725151
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,4,ignorant,-12.162651
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,4,trustworthy,-11.006401
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,4,suspicious,-11.443901
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,5,intelligent,-9.599564
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,5,stupid,-16.160110
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,5,hardworking,-5.432654
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,5,lazy,-13.224564
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,5,polite,-12.490189
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,5,rude,-12.943314
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,5,calm,-13.568314
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,5,aggressive,-12.521439
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,5,educated,-10.287064
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,5,ignorant,-12.646439
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,5,trustworthy,-12.208939
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,5,suspicious,-11.287064
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,6,intelligent,-9.675102
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,6,stupid,-14.831352
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,6,hardworking,-4.602203
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,6,lazy,-12.018852
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,6,polite,-10.050102
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,6,rude,-11.706352
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,6,calm,-11.362602
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,6,aggressive,-9.175102
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,6,educated,-10.675099
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,6,ignorant,-12.846974
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,6,trustworthy,-11.925099
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,6,suspicious,-11.425099
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,7,intelligent,-7.632997
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,7,stupid,-15.742372
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,7,hardworking,-4.964578
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,7,lazy,-12.507997
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,7,polite,-10.820497
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,7,rude,-10.882997
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,7,calm,-9.382997
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,7,aggressive,-9.820497
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,7,educated,-10.164247
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,7,ignorant,-13.179872
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,7,trustworthy,-10.570497
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,7,suspicious,-11.039247
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,8,intelligent,-7.940662
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,8,stupid,-14.925037
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,8,hardworking,-4.061668
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,8,lazy,-11.534412
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,8,polite,-10.284412
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,8,rude,-11.096912
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,8,calm,-10.409412
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,8,aggressive,-9.690662
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,8,educated,-10.315662
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,8,ignorant,-12.581287
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,8,trustworthy,-11.471912
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,8,suspicious,-12.253162
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,9,intelligent,-7.912300
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,9,stupid,-15.090034
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,9,hardworking,-4.085718
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,9,lazy,-11.834175
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,9,polite,-10.959175
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,9,rude,-11.506050
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,9,calm,-10.990425
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,9,aggressive,-10.756050
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,9,educated,-10.724800
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,9,ignorant,-12.834175
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,9,trustworthy,-11.381050
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,9,suspicious,-12.131050
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,10,intelligent,-8.885378
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,10,stupid,-16.139284
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,10,hardworking,-4.767897
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,10,lazy,-12.791628
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,10,polite,-10.291628
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,10,rude,-11.760378
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,10,calm,-11.229128
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,10,aggressive,-9.604128
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,10,educated,-10.479128
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,10,ignorant,-13.307253
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,10,trustworthy,-11.916628
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,10,suspicious,-12.479128
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,11,intelligent,-8.424020
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,11,stupid,-16.732613
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,11,hardworking,-4.787878
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,11,lazy,-12.642770
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,11,polite,-12.299020
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,11,rude,-12.330270
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,11,calm,-12.377145
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,11,aggressive,-12.236520
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,11,educated,-11.767770
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,11,ignorant,-13.595895
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,11,trustworthy,-12.049020
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,11,suspicious,-12.392770
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,12,intelligent,-8.858239
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,12,stupid,-14.358239
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,12,hardworking,-4.687576
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,12,lazy,-12.092614
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,12,polite,-10.608239
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,12,rude,-11.483239
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,12,calm,-11.123864
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,12,aggressive,-11.045739
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,12,educated,-10.545739
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,12,ignorant,-12.811364
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,12,trustworthy,-10.889489
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,12,suspicious,-11.092614
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,13,intelligent,-7.479172
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,13,stupid,-14.069016
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,13,hardworking,-3.865963
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,13,lazy,-11.213547
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,13,polite,-9.791672
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,13,rude,-10.729172
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,13,calm,-9.729172
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,13,aggressive,-9.385422
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,13,educated,-10.135422
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,13,ignorant,-11.401047
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,13,trustworthy,-9.572922
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,13,suspicious,-10.604172
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,14,intelligent,-8.152601
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,14,stupid,-13.746351
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,14,hardworking,-4.299193
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,14,lazy,-10.465101
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,14,polite,-9.496351
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,14,rude,-10.058851
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,14,calm,-10.371351
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,14,aggressive,-9.840101
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,14,educated,-10.871351
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,14,ignorant,-11.590101
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,14,trustworthy,-10.558851
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,14,suspicious,-9.996351
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,15,intelligent,-9.327647
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,15,stupid,-14.140147
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,15,hardworking,-5.111648
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,15,lazy,-11.858897
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,15,polite,-10.921397
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,15,rude,-11.890147
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,15,calm,-11.265147
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,15,aggressive,-10.858897
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,15,educated,-11.202647
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,15,ignorant,-12.452647
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,15,trustworthy,-12.265147
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,15,suspicious,-12.171397
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,16,intelligent,-8.280307
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,16,stupid,-14.428744
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,16,hardworking,-4.248679
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,16,lazy,-11.405307
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,16,polite,-9.749057
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,16,rude,-11.061557
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,16,calm,-10.280307
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,16,aggressive,-9.374057
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,16,educated,-10.592807
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,16,ignorant,-12.124057
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,16,trustworthy,-10.592807
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,16,suspicious,-11.249057
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,17,intelligent,-8.319345
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,17,stupid,-15.620127
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,17,hardworking,-4.449069
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,17,lazy,-12.678720
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,17,polite,-11.131845
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,17,rude,-11.413095
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,17,calm,-11.475595
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,17,aggressive,-10.038095
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,17,educated,-10.569345
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,17,ignorant,-12.741220
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,17,trustworthy,-12.303720
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,17,suspicious,-12.444345
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,18,intelligent,-9.386370
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,18,stupid,-16.530901
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,18,hardworking,-5.220370
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,18,lazy,-13.745745
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,18,polite,-11.792620
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,18,rude,-12.480120
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,18,calm,-12.323870
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,18,aggressive,-10.980120
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,18,educated,-10.698870
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,18,ignorant,-12.730120
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,18,trustworthy,-13.011370
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,18,suspicious,-12.886370
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,19,intelligent,-8.389586
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,19,stupid,-16.178648
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,19,hardworking,-4.534916
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,19,lazy,-12.764586
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,19,polite,-11.233336
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,19,rude,-12.077086
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,19,calm,-11.327086
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,19,aggressive,-11.202086
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,19,educated,-11.389586
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,19,ignorant,-13.452086
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,19,trustworthy,-11.733336
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,19,suspicious,-12.702086
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,20,intelligent,-8.040207
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,20,stupid,-15.118332
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,20,hardworking,-4.328336
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,20,lazy,-11.477707
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,20,polite,-11.165207
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,20,rude,-11.321457
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,20,calm,-10.571457
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,20,aggressive,-10.258957
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,20,educated,-10.633957
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,20,ignorant,-12.665207
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,20,trustworthy,-11.477707
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,20,suspicious,-12.446457
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,21,intelligent,-9.716232
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,21,stupid,-15.489670
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,21,hardworking,-4.941513
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,21,lazy,-14.388107
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,21,polite,-10.934982
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,21,rude,-12.153732
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,21,calm,-12.606857
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,21,aggressive,-10.653732
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,21,educated,-11.059982
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,21,ignorant,-13.403732
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,21,trustworthy,-14.247482
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,21,suspicious,-12.966232
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,22,intelligent,-8.017514
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,22,stupid,-15.122983
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,22,hardworking,-4.460806
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,22,lazy,-11.705014
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,22,polite,-10.048764
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,22,rude,-11.048764
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,22,calm,-10.330014
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,22,aggressive,-9.392514
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,22,educated,-10.208813
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,22,ignorant,-12.349438
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,22,trustworthy,-10.771313
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,22,suspicious,-12.365063
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,23,intelligent,-8.955578
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,23,stupid,-14.049328
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,23,hardworking,-4.844795
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,23,lazy,-12.205578
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,23,polite,-10.018078
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,23,rude,-11.361828
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,23,calm,-11.299328
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,23,aggressive,-9.830578
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,23,educated,-10.143078
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,23,ignorant,-11.893078
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,23,trustworthy,-12.299328
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,23,suspicious,-11.580578
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,24,intelligent,-7.967570
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,24,stupid,-14.811319
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,24,hardworking,-4.500154
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,24,lazy,-11.686319
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,24,polite,-9.405069
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,24,rude,-11.092569
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,24,calm,-10.561319
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,24,aggressive,-8.717569
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,24,educated,-10.030069
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,24,ignorant,-12.858194
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,24,trustworthy,-10.905069
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,24,suspicious,-12.061319
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,25,intelligent,-9.107036
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,25,stupid,-15.661723
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,25,hardworking,-4.882842
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,25,lazy,-12.450786
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,25,polite,-10.669536
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,25,rude,-11.544536
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,25,calm,-10.950786
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,25,aggressive,-10.325786
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,25,educated,-11.075786
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,25,ignorant,-13.138286
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,25,trustworthy,-11.638286
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,25,suspicious,-12.950786
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,26,intelligent,-9.215560
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,26,stupid,-15.840560
Qwen/Qwen2.5-7B-Instruct,qwen,P0,NONE,26,hardworking,-5.072872
