model,model_key,cell,wrapper,signal,task_id,family,correct,answer_key,raw_output
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T092,date,0,10 June 2026,30 June 2026
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T093,date,1,27 April 2026,27 April 2026
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T094,date,0,26 November 2026,25 November 2026
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T095,date,0,08 October 2026,30 October 2026
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T096,date,0,11 November 2026,10 November 2026
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T097,date,0,16 March 2026,23 March 2026
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T098,date,0,01 June 2026,30 June 2026
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T099,date,0,16 October 2026,30 October 2026
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T100,date,0,12 June 2026,30 May 2026
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T101,date,1,24 June 2026,24 June 2026
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T102,date,1,25 July 2026,25 July 2026
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T103,date,1,14 November 2026,14 November 2026
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T104,date,0,06 February 2027,10 February 2027
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T105,date,0,08 May 2026,30 April 2026
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T106,date,1,30 October 2026,30 October 2026
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T107,date,0,05 June 2026,30 May 2026
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T108,date,0,08 October 2026,14 October 2026
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T109,date,0,10 August 2026,19 August 2026
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T110,date,0,17 December 2026,31 December 2026
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T111,date,0,13 January 2027,30 January 2027
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T112,date,0,07 October 2026,30 October 2026
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T113,date,0,26 August 2026,30 August 2026
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T114,date,0,26 January 2026,25 January 2026
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T115,date,0,18 September 2026,17 September 2026
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T116,table,1,North,North
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T117,table,1,1669,1669
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T118,table,1,West,West
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T119,table,1,North,North
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T120,table,1,West,West
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T121,table,1,503,503
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T122,table,1,Central,Central
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T123,table,1,South,South
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T124,table,1,1914,1914
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T125,table,0,499,316
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T126,table,1,1865,1865
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T127,table,1,Central,Central
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T128,table,1,2623,2623
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T129,table,1,617,617
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T130,table,1,West,West
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T131,table,0,529,229
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T132,table,1,2156,2156
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T133,table,1,East,East
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T134,table,0,504,204
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T135,table,0,South,East
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T136,table,0,637,235
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T137,table,0,479,483
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T138,table,1,1792,1792
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T139,table,1,492,492
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T140,table,0,760,459
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T141,table,1,473,473
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T142,table,0,Central,North
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T143,table,1,South,South: 265
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T144,table,1,294,294
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T145,table,1,160,160
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T146,logic,0,Devon,2
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T147,logic,0,Alex,Gray
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T148,logic,1,Gray,Gray
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T149,logic,1,Frankie,Frankie
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T150,logic,1,Casey,Casey
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T151,logic,0,Devon,Alex
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T152,logic,1,Gray,Gray
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T153,logic,0,Casey,Ellis
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T154,logic,1,Gray,Gray
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T155,logic,1,Alex,Alex
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T156,logic,1,Bailey,Bailey
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T157,logic,1,Bailey,Bailey
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T158,logic,1,Devon,Devon
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T159,logic,1,Alex,Alex
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T160,logic,0,Bailey,2
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T161,logic,0,Devon,Casey
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T162,logic,1,Alex,Alex
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T163,logic,0,Frankie,Alex
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T164,logic,1,Bailey,Bailey
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T165,logic,0,Bailey,Frankie
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T166,logic,1,Gray,Gray
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T167,logic,1,Alex,Alex
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T168,logic,1,Casey,Casey
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T169,logic,1,Bailey,Bailey
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T170,logic,1,Bailey,Bailey
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T171,rate,1,2,2
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T172,rate,1,10,10
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T173,rate,1,4,4
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T174,rate,0,3.33333,3.33
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T175,rate,1,180,180
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T176,rate,1,1.2,1.2
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T177,rate,1,30,30
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T178,rate,1,90,90
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T179,rate,1,3,3
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T180,rate,1,4,4
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T181,rate,1,3.2,3.2
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T182,rate,1,40,40
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T183,rate,0,3.33333,3.33
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T184,rate,1,150,150
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T185,rate,1,90,90
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T186,rate,1,45,45
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T187,rate,1,5,5
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T188,rate,1,60,60
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T189,rate,0,3.33333,3.33
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T190,rate,1,270,270
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T191,rate,0,5.33333,5.33
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T192,rate,1,45,45
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T193,rate,0,2.66667,2.67
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T194,rate,0,5.33333,5.33
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T195,rate,1,30,30
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T196,rate,1,4.5,4.5
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T197,rate,1,30,30
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T198,rate,1,60,60
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T199,rate,1,270,270
Qwen/Qwen2.5-7B-Instruct,qwen,W1_NONE,W1,NONE,T200,rate,1,40,40
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T001,percentage,0,3480,3360
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T002,percentage,1,312.5,312.5
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T003,percentage,1,288,288
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T004,percentage,0,1044,1038
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T005,percentage,1,500,500
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T006,percentage,1,26.4,26.4
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T007,percentage,0,697,687
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T008,percentage,1,540,540
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T009,percentage,1,127.5,127.5
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T010,percentage,1,150,150
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T011,percentage,1,1408,1408
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T012,percentage,1,119,119
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T013,percentage,1,528,528
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T014,percentage,1,30,30
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T015,percentage,0,552.5,557.5
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T016,percentage,1,672,672
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T017,percentage,1,2560,2560
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T018,percentage,0,422.4,427.2
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T019,percentage,1,192,192
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T020,percentage,1,30,30
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T021,percentage,1,108,108
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T022,percentage,0,196.8,194.4
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T023,percentage,1,225,225
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T024,percentage,1,90,90
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T025,percentage,1,500,500
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T026,percentage,1,352,352
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T027,percentage,1,960,960
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T028,percentage,1,324,324
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T029,percentage,1,420,420
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T030,percentage,0,849.6,864
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T031,percentage,0,476,472
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T032,percentage,0,1100,1105
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T033,percentage,1,1560,1560
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T034,percentage,1,196,196
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T035,percentage,1,156,156
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T036,word_problem,0,4374,486
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T037,word_problem,0,3500,875
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T038,word_problem,0,3360,840
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T039,word_problem,0,4200,1470
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T040,word_problem,0,1728,576
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T041,word_problem,0,3600,1800
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T042,word_problem,0,12600,4200
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T043,word_problem,0,3630,385
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T044,word_problem,0,8064,3360
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T045,word_problem,0,12600,1050
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T046,word_problem,0,7840,11960
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T047,word_problem,0,6720,1680
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T048,word_problem,1,6000,6000
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T049,word_problem,0,6480,720
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T050,word_problem,0,4375,1750
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T051,word_problem,0,2700,900
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T052,word_problem,0,1680,840
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T053,word_problem,0,6930,2310
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T054,word_problem,0,4752,4356
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T055,word_problem,0,6480,540
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T056,word_problem,0,2916,3402
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T057,word_problem,0,3456,2880
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T058,word_problem,0,4800,1200
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T059,word_problem,1,4200,4200
Qwen/Qwen2.5-7B-Instruct,qwen,W1_S01,W1,S01,T060,word_problem,0,5250,4250
