model,model_key,prompt_id,signal,profile,trait,logprob
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,2,intelligent,-11.284197
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,2,stupid,-14.768572
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,2,hardworking,-6.244075
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,2,lazy,-13.721697
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,2,polite,-10.659197
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,2,rude,-13.299822
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,2,calm,-10.846697
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,2,aggressive,-9.502947
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,2,educated,-11.252947
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,2,ignorant,-13.221697
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,2,trustworthy,-10.815447
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,2,suspicious,-12.987322
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,3,intelligent,-10.519423
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,3,stupid,-14.644423
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,3,hardworking,-6.003119
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,3,lazy,-13.394423
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,3,polite,-10.050673
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,3,rude,-13.331923
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,3,calm,-10.363173
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,3,aggressive,-8.956923
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,3,educated,-10.331923
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,3,ignorant,-13.066298
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,3,trustworthy,-10.238173
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,3,suspicious,-12.706923
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,4,intelligent,-9.877407
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,4,stupid,-15.268032
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,4,hardworking,-4.614173
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,4,lazy,-13.049282
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,4,polite,-8.939907
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,4,rude,-12.658657
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,4,calm,-8.658657
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,4,aggressive,-8.846157
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,4,educated,-9.096157
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,4,ignorant,-12.814907
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,4,trustworthy,-9.158657
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,4,suspicious,-13.064907
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,5,intelligent,-11.097353
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,5,stupid,-15.769228
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,5,hardworking,-6.115821
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,5,lazy,-13.284853
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,5,polite,-12.284853
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,5,rude,-14.066103
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,5,calm,-12.441103
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,5,aggressive,-9.909853
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,5,educated,-9.472353
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,5,ignorant,-11.972353
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,5,trustworthy,-11.128603
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,5,suspicious,-13.722353
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,6,intelligent,-9.615473
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,6,stupid,-15.326410
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,6,hardworking,-5.333993
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,6,lazy,-13.287348
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,6,polite,-9.490473
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,6,rude,-13.302973
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,6,calm,-10.459223
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,6,aggressive,-7.802973
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,6,educated,-9.152938
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,6,ignorant,-12.590438
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,6,trustworthy,-11.027938
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,6,suspicious,-12.590438
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,7,intelligent,-9.362286
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,7,stupid,-15.518536
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,7,hardworking,-5.155103
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,7,lazy,-13.143536
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,7,polite,-10.206036
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,7,rude,-13.299786
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,7,calm,-9.018536
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,7,aggressive,-9.018536
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,7,educated,-9.018536
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,7,ignorant,-12.206036
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,7,trustworthy,-10.706036
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,7,suspicious,-13.018536
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,8,intelligent,-8.586151
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,8,stupid,-14.593964
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,8,hardworking,-4.839059
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,8,lazy,-12.617401
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,8,polite,-9.461151
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,8,rude,-13.258026
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,8,calm,-9.054901
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,8,aggressive,-7.523651
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,8,educated,-8.461151
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,8,ignorant,-13.148651
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,8,trustworthy,-9.179901
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,8,suspicious,-12.023651
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,9,intelligent,-8.496058
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,9,stupid,-13.808558
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,9,hardworking,-4.649008
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,9,lazy,-11.964808
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,9,polite,-9.402308
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,9,rude,-12.652308
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,9,calm,-9.246058
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,9,aggressive,-7.121057
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,9,educated,-8.371058
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,9,ignorant,-12.324183
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,9,trustworthy,-9.339808
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,9,suspicious,-11.527308
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,10,intelligent,-8.082995
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,10,stupid,-14.739245
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,10,hardworking,-4.631416
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,10,lazy,-13.176745
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,10,polite,-9.426745
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,10,rude,-13.239245
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,10,calm,-9.270495
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,10,aggressive,-6.520495
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,10,educated,-8.582995
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,10,ignorant,-13.239245
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,10,trustworthy,-9.395495
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,10,suspicious,-12.582995
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,11,intelligent,-8.918191
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,11,stupid,-15.301003
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,11,hardworking,-4.146092
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,11,lazy,-13.246316
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,11,polite,-9.293191
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,11,rude,-13.715066
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,11,calm,-8.699441
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,11,aggressive,-8.105691
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,11,educated,-7.793191
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,11,ignorant,-13.886941
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,11,trustworthy,-8.543191
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,11,suspicious,-13.058816
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,12,intelligent,-7.960149
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,12,stupid,-12.882024
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,12,hardworking,-4.796216
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,12,lazy,-11.710149
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,12,polite,-8.772649
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,12,rude,-11.772649
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,12,calm,-8.866399
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,12,aggressive,-7.647649
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,12,educated,-8.335149
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,12,ignorant,-11.085149
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,12,trustworthy,-9.491399
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,12,suspicious,-11.210149
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,13,intelligent,-7.842004
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,13,stupid,-13.076379
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,13,hardworking,-4.846454
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,13,lazy,-11.279504
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,13,polite,-8.935754
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,13,rude,-12.217004
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,13,calm,-8.623254
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,13,aggressive,-7.529504
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,13,educated,-8.279504
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,13,ignorant,-11.092004
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,13,trustworthy,-9.404504
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,13,suspicious,-11.123254
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,14,intelligent,-9.056653
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,14,stupid,-13.900403
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,14,hardworking,-4.878107
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,14,lazy,-12.212903
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,14,polite,-9.431653
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,14,rude,-12.119153
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,14,calm,-9.744153
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,14,aggressive,-8.431653
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,14,educated,-9.744153
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,14,ignorant,-12.494153
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,14,trustworthy,-9.306653
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,14,suspicious,-11.775403
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,15,intelligent,-8.452695
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,15,stupid,-13.140195
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,15,hardworking,-4.942619
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,15,lazy,-12.046445
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,15,polite,-8.765195
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,15,rude,-12.202695
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,15,calm,-9.202695
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,15,aggressive,-7.890195
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,15,educated,-8.671445
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,15,ignorant,-11.890195
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,15,trustworthy,-9.327695
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,15,suspicious,-11.702695
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,16,intelligent,-8.097642
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,16,stupid,-12.738267
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,16,hardworking,-4.453650
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,16,lazy,-11.191392
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,16,polite,-8.566392
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,16,rude,-11.941392
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,16,calm,-8.597642
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,16,aggressive,-6.910142
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,16,educated,-8.285142
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,16,ignorant,-10.785142
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,16,trustworthy,-9.566392
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,16,suspicious,-11.285142
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,17,intelligent,-8.575694
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,17,stupid,-15.067882
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,17,hardworking,-5.016527
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,17,lazy,-13.231944
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,17,polite,-9.450694
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,17,rude,-13.388194
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,17,calm,-9.294444
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,17,aggressive,-7.888194
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,17,educated,-8.825694
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,17,ignorant,-13.216319
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,17,trustworthy,-9.263194
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,17,suspicious,-11.825694
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,18,intelligent,-9.204949
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,18,stupid,-15.954949
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,18,hardworking,-5.015169
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,18,lazy,-13.486199
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,18,polite,-10.267449
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,18,rude,-13.892449
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,18,calm,-10.017449
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,18,aggressive,-8.236199
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,18,educated,-8.986199
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,18,ignorant,-13.017449
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,18,trustworthy,-9.486199
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,18,suspicious,-12.704949
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,19,intelligent,-9.868072
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,19,stupid,-15.164947
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,19,hardworking,-4.446549
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,19,lazy,-13.508697
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,19,polite,-8.649322
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,19,rude,-12.899322
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,19,calm,-8.805572
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,19,aggressive,-8.305572
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,19,educated,-9.336822
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,19,ignorant,-13.352447
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,19,trustworthy,-8.680572
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,19,suspicious,-12.993072
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,20,intelligent,-9.178295
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,20,stupid,-15.404858
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,20,hardworking,-4.473982
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,20,lazy,-13.412670
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,20,polite,-8.428295
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,20,rude,-13.240795
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,20,calm,-8.303295
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,20,aggressive,-8.365795
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,20,educated,-8.365795
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,20,ignorant,-13.084545
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,20,trustworthy,-8.897045
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,20,suspicious,-13.381420
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,21,intelligent,-10.857428
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,21,stupid,-15.443365
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,21,hardworking,-5.970170
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,21,lazy,-14.076178
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,21,polite,-11.638678
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,21,rude,-13.294928
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,21,calm,-13.154303
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,21,aggressive,-10.326178
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,21,educated,-10.201178
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,21,ignorant,-13.013678
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,21,trustworthy,-11.201178
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,21,suspicious,-12.044928
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,22,intelligent,-9.288342
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,22,stupid,-14.491467
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,22,hardworking,-5.605909
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,22,lazy,-12.913342
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,22,polite,-10.100842
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,22,rude,-13.694592
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,22,calm,-9.507092
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,22,aggressive,-8.413342
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,22,educated,-9.663342
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,22,ignorant,-12.803967
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,22,trustworthy,-9.975842
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,22,suspicious,-12.632092
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,23,intelligent,-8.632714
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,23,stupid,-13.788964
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,23,hardworking,-4.854745
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,23,lazy,-12.710839
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,23,polite,-9.132714
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,23,rude,-12.804589
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,23,calm,-9.601464
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,23,aggressive,-7.882714
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,23,educated,-8.570214
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,23,ignorant,-12.070214
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,23,trustworthy,-9.632714
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,23,suspicious,-11.913964
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,24,intelligent,-8.469743
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,24,stupid,-15.172868
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,24,hardworking,-4.827562
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,24,lazy,-12.844743
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,24,polite,-9.000993
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,24,rude,-13.469743
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,24,calm,-9.157243
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,24,aggressive,-6.344743
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,24,educated,-9.407243
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,24,ignorant,-13.860368
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,24,trustworthy,-9.188493
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,24,suspicious,-12.782243
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,25,intelligent,-8.999425
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,25,stupid,-15.843175
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,25,hardworking,-4.718421
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,25,lazy,-13.421300
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,25,polite,-9.061925
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,25,rude,-13.952550
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,25,calm,-8.561925
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,25,aggressive,-8.874425
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,25,educated,-8.061925
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,25,ignorant,-13.421300
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,25,trustworthy,-8.499425
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,25,suspicious,-13.093175
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,26,intelligent,-9.166135
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,26,stupid,-14.822385
meta-llama/Llama-3.1-8B-Instruct,llama,P0,NONE,26,hardworking,-4.960506
