model,model_key,prompt_id,signal,profile,trait,logprob
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,4,educated,-9.994241
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,4,ignorant,-13.892678
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,4,trustworthy,-4.549753
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,4,suspicious,-11.572366
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,5,intelligent,-9.899515
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,5,stupid,-15.110453
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,5,hardworking,-4.113385
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,5,lazy,-10.274515
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,5,polite,-12.102640
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,5,rude,-12.985453
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,5,calm,-9.305765
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,5,aggressive,-10.665140
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,5,educated,-9.962015
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,5,ignorant,-12.751078
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,5,trustworthy,-4.470568
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,5,suspicious,-11.415140
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,6,intelligent,-9.088849
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,6,stupid,-14.166242
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,6,hardworking,-4.194839
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,6,lazy,-10.479474
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,6,polite,-11.182599
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,6,rude,-13.280255
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,6,calm,-9.495099
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,6,aggressive,-8.307599
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,6,educated,-9.963849
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,6,ignorant,-12.885724
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,6,trustworthy,-5.894438
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,6,suspicious,-12.651349
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,7,intelligent,-9.102814
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,7,stupid,-15.634064
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,7,hardworking,-3.639435
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,7,lazy,-10.305939
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,7,polite,-11.087189
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,7,rude,-12.337189
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,7,calm,-8.196564
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,7,aggressive,-10.102814
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,7,educated,-9.196564
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,7,ignorant,-12.555939
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,7,trustworthy,-4.891218
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,7,suspicious,-11.040314
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,8,intelligent,-8.843215
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,8,stupid,-15.108840
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,8,hardworking,-3.882407
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,8,lazy,-10.483840
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,8,polite,-10.811965
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,8,rude,-12.757277
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,8,calm,-9.343215
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,8,aggressive,-8.655715
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,8,educated,-9.905715
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,8,ignorant,-14.272902
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,8,trustworthy,-5.478120
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,8,suspicious,-12.155715
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,9,intelligent,-8.741106
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,9,stupid,-14.627825
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,9,hardworking,-3.844211
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,9,lazy,-10.194231
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,9,polite,-11.100481
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,9,rude,-12.787981
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,9,calm,-9.491106
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,9,aggressive,-8.522356
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,9,educated,-9.850481
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,9,ignorant,-14.162981
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,9,trustworthy,-5.524704
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,9,suspicious,-12.006731
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,10,intelligent,-9.531546
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,10,stupid,-16.203421
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,10,hardworking,-3.786187
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,10,lazy,-11.140921
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,10,polite,-11.094046
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,10,rude,-13.133108
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,10,calm,-9.781546
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,10,aggressive,-8.719046
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,10,educated,-10.140921
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,10,ignorant,-14.533499
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,10,trustworthy,-5.304961
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,10,suspicious,-12.086233
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,11,intelligent,-8.868657
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,11,stupid,-15.126470
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,11,hardworking,-3.611530
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,11,lazy,-10.446782
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,11,polite,-10.681157
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,11,rude,-12.751470
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,11,calm,-8.524907
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,11,aggressive,-9.399907
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,11,educated,-9.931157
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,11,ignorant,-14.187993
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,11,trustworthy,-5.405676
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,11,suspicious,-12.649907
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,12,intelligent,-9.895917
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,12,stupid,-14.989667
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,12,hardworking,-3.902413
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,12,lazy,-11.005292
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,12,polite,-11.833417
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,12,rude,-12.841229
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,12,calm,-9.317792
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,12,aggressive,-9.349042
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,12,educated,-9.505292
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,12,ignorant,-13.440839
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,12,trustworthy,-5.480343
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,12,suspicious,-12.177167
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,13,intelligent,-8.499238
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,13,stupid,-13.124238
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,13,hardworking,-4.135817
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,13,lazy,-9.280488
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,13,polite,-10.452363
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,13,rude,-11.733613
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,13,calm,-8.936738
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,13,aggressive,-9.155488
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,13,educated,-9.655488
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,13,ignorant,-12.694551
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,13,trustworthy,-5.231386
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,13,suspicious,-11.499238
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,14,intelligent,-9.230618
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,14,stupid,-13.957180
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,14,hardworking,-4.078924
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,14,lazy,-8.605618
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,14,polite,-11.214993
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,14,rude,-12.160305
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,14,calm,-9.105618
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,14,aggressive,-9.293118
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,14,educated,-10.605618
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,14,ignorant,-12.082180
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,14,trustworthy,-4.692695
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,14,suspicious,-9.699368
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,15,intelligent,-9.510540
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,15,stupid,-12.526165
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,15,hardworking,-4.422311
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,15,lazy,-9.104290
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,15,polite,-11.401165
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,15,rude,-11.635540
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,15,calm,-9.448040
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,15,aggressive,-8.916790
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,15,educated,-10.760540
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,15,ignorant,-12.198040
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,15,trustworthy,-5.337824
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,15,suspicious,-10.682415
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,16,intelligent,-8.754770
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,16,stupid,-13.252817
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,16,hardworking,-3.987606
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,16,lazy,-9.504770
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,16,polite,-10.707895
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,16,rude,-12.114145
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,16,calm,-9.036020
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,16,aggressive,-8.629770
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,16,educated,-10.004770
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,16,ignorant,-12.637583
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,16,trustworthy,-4.984380
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,16,suspicious,-11.270395
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,17,intelligent,-8.293516
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,17,stupid,-14.555235
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,17,hardworking,-3.726026
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,17,lazy,-9.824766
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,17,polite,-10.652891
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,17,rude,-12.309141
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,17,calm,-9.387266
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,17,aggressive,-8.606016
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,17,educated,-9.231016
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,17,ignorant,-13.906797
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,17,trustworthy,-5.522944
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,17,suspicious,-12.113829
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,18,intelligent,-8.938820
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,18,stupid,-14.970070
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,18,hardworking,-3.848468
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,18,lazy,-9.751320
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,18,polite,-11.126320
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,18,rude,-12.360695
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,18,calm,-8.813820
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,18,aggressive,-9.595070
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,18,educated,-9.470070
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,18,ignorant,-13.583351
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,18,trustworthy,-5.366585
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,18,suspicious,-11.485695
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,19,intelligent,-8.917407
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,19,stupid,-15.050220
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,19,hardworking,-3.450251
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,19,lazy,-10.339282
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,19,polite,-10.417407
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,19,rude,-12.761157
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,19,calm,-8.573657
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,19,aggressive,-9.729907
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,19,educated,-10.308032
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,19,ignorant,-14.093188
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,19,trustworthy,-5.215202
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,19,suspicious,-12.511157
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,20,intelligent,-8.692304
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,20,stupid,-15.114179
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,20,hardworking,-3.519511
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,20,lazy,-10.489179
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,20,polite,-10.192304
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,20,rude,-12.395429
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,20,calm,-8.723554
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,20,aggressive,-9.067304
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,20,educated,-9.942304
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,20,ignorant,-14.203046
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,20,trustworthy,-4.990458
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,20,suspicious,-12.036054
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,21,intelligent,-12.049518
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,21,stupid,-16.674519
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,21,hardworking,-4.002475
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,21,lazy,-12.322955
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,21,polite,-13.969440
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,21,rude,-15.104205
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,21,calm,-11.455768
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,21,aggressive,-10.690143
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,21,educated,-11.362018
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,21,ignorant,-14.418658
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,21,trustworthy,-6.299658
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,21,suspicious,-12.697955
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,22,intelligent,-8.703819
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,22,stupid,-13.078819
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,22,hardworking,-4.173112
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,22,lazy,-9.828819
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,22,polite,-10.891319
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,22,rude,-11.547569
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,22,calm,-8.578819
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,22,aggressive,-8.672569
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,22,educated,-9.797569
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,22,ignorant,-12.031944
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,22,trustworthy,-5.390707
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,22,suspicious,-12.016319
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,23,intelligent,-9.324941
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,23,stupid,-13.172597
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,23,hardworking,-4.484134
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,23,lazy,-9.856191
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,23,polite,-11.340566
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,23,rude,-11.778066
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,23,calm,-8.918691
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,23,aggressive,-8.887441
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,23,educated,-9.981191
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,23,ignorant,-12.543691
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,23,trustworthy,-5.226981
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,23,suspicious,-11.028066
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,24,intelligent,-9.279942
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,24,stupid,-14.010410
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,24,hardworking,-3.508096
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,24,lazy,-9.248692
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,24,polite,-11.139317
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,24,rude,-11.990879
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,24,calm,-9.592442
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,24,aggressive,-8.342442
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,24,educated,-10.248692
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,24,ignorant,-13.178379
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,24,trustworthy,-5.372065
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,24,suspicious,-11.576817
mistralai/Mistral-7B-Instruct-v0.3,mistral,P0,NONE,25,intelligent,-9.263670
